title,survived,age,pclass,sibsp,parch,family_size,child,sex,deck
Mrs,0,27,2,0,0,0,Adult,Female,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Miss,0,37,2,0,0,0,Adult,Female,NA
Mr,0,36,2,1,0,2,Adult,Male,NA
Mrs,0,39,2,1,0,2,Adult,Female,NA
Miss,0,31,2,0,0,0,Adult,Female,NA
Mr,1,27,2,0,0,0,Adult,Male,NA
Mr,1,NA,2,0,0,0,Adult,Male,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,1,24,2,0,0,7,Adult,Male,NA
Mr,0,28,2,0,0,0,Adult,Male,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Nobleman,0,1.4,2,0,1,2,Child,Male,NA
Miss,0,29,2,0,0,0,Adult,Female,NA
Mrs,0,NA,2,0,1,2,Adult,Female,NA
Mr,1,25,2,0,0,0,Adult,Male,NA
Nobleman,1,7,2,0,1,2,Child,Male,NA
Mrs,0,31,2,0,1,2,Adult,Female,NA
Miss,1,16,2,0,0,0,Child,Female,NA
Miss,0,NA,2,0,0,0,Adult,Female,NA
Mr,0,42?,2,0,0,0,Adult,Male,NA
Miss,0,34,2,0,0,0,Adult,Female,NA
Mrs,0,32,2,0,1,2,Adult,Female,NA
Miss,0,2,2,0,1,2,Child,Female,NA
Mrs,0,45,2,0,1,2,Adult,Female,D
Mrs,0,59,2,0,0,0,Adult,Female,NA
Mr,0,31,2,0,0,0,Adult,Male,NA
Mr,0,33,2,0,0,0,Adult,Male,NA
Miss,0,40,2,0,0,0,Adult,Female,NA
Mrs,0,27,2,0,1,2,Adult,Female,NA
Miss,0,2,2,1,1,2,Child,Female,NA
Miss,0,8,2,1,1,2,Child,Female,NA
Mr,0,50,2,0,0,0,Adult,Male,NA
Miss,0,NA,2,1,0,2,Adult,Female,NA
Miss,0,NA,2,1,0,2,Adult,Female,NA
Mr,1,32,2,0,0,0,Adult,Male,NA
Mr,1,26,2,0,0,7,Adult,Male,NA
Miss,0,50,2,0,0,2,Adult,Female,NA
Mr,0,NA,2,1,0,2,Adult,Male,NA
Mrs,0,NA,2,1,0,2,Adult,Female,NA
Miss,1,51,2,0,1,2,Adult,Female,C
Miss,1,27,2,0,0,0,Adult,Female,NA
Miss,0,28,2,0,1,2,Adult,Female,NA
Mrs,0,60,2,0,1,2,Adult,Female,NA
Mr,1,31,2,1,1,3,Adult,Male,NA
Mrs,1,31,2,1,1,3,Adult,Female,NA
Miss,1,5,2,0,2,3,Child,Female,NA
Mrs,1,34,2,1,0,2,Adult,Female,NA
Mr,1,30,2,1,0,2,Adult,Male,NA
Mr,0,21,2,0,0,0,Adult,Male,NA
Mrs,0,24,2,0,1,2,Adult,Female,NA
Miss,0,1.3,2,0,1,2,Child,Female,NA
Mrs,1,38,2,0,1,2,Adult,Female,NA
Miss,1,11,2,0,1,2,Child,Female,NA
Mr,0,39,2,1,0,2,Adult,Male,NA
Mrs,0,30,2,1,0,2,Adult,Female,NA
Miss,0,NA,2,0,0,0,Adult,Female,NA
Rev,0,51,2,1,0,2,Adult,Male,NA
Mrs,0,49,2,1,0,2,Adult,Female,NA
Mr,1,22,2,0,0,0,Adult,Male,NA
Mr,0,29,2,1,1,3,Adult,Male,NA
Mrs,1,29,2,1,1,3,Adult,Female,NA
Mrs,1,52,2,0,1,2,Adult,Female,NA
Miss,1,16,2,0,1,2,Child,Female,NA
Mr,0,31,2,0,1,2,Adult,Male,NA
Mrs,0,63,2,0,1,2,Adult,Female,NA
Mrs,0,38,2,0,0,0,Adult,Female,NA
Mr,0,33,2,0,0,0,Adult,Male,NA
Mrs,0,NA,2,0,0,0,Adult,Female,NA
Mr,0,60,2,1,0,2,Adult,Male,NA
Mrs,0,56,2,1,0,2,Adult,Female,NA
Miss,0,NA,2,0,0,0,Adult,Female,NA
Mr,0,19,2,4,2,7,Adult,Male,NA
Mr,0,21,2,4,2,7,Adult,Male,NA
Mr,0,55,2,1,5,7,Adult,Male,NA
Nobleman,1,7,2,4,2,7,Child,Male,NA
Mrs,0,NA,2,4,2,7,Adult,Female,NA
Miss,1,7,2,4,2,7,Child,Female,NA
Miss,1,16,2,4,2,7,Child,Female,NA
Miss,1,36,2,0,0,0,Adult,Female,NA
Mr,1,NA,2,0,0,0,Adult,Male,NA
Dr,1,38,2,1,3,5,Adult,Male,NA
Nobleman,1,NA,2,2,2,5,Child,Male,NA
Mrs,1,39,2,1,3,5,Adult,Female,NA
Miss,1,2,2,2,2,5,Child,Female,NA
Miss,1,6,2,2,2,5,Child,Female,NA
Mr,0,31 ?,2,0,0,0,Adult,Male,NA
Miss,1,26,2,0,0,0,Adult,Female,NA
Mr,0,18,2,0,2,3,Adult,Male,NA
Mr,0,53,2,1,1,3,Adult,Male,NA
Mr,0,NA,2,1,1,3,Adult,Male,NA
Military,0,34,2,0,1,2,Adult,Male,NA
Mrs,0,NA,2,0,1,2,Adult,Female,NA
Nobleman,0,0.75,2,0,1,2,Child,Male,NA
Mrs,0,NA,2,0,1,2,Adult,Female,NA
Miss,1,23,2,0,0,0,Adult,Female,NA
Miss,1,31,2,0,0,0,Adult,Female,NA
Miss,0,NA,2,0,0,0,Adult,Female,NA
Mrs,1,38,2,0,0,0,Adult,Female,NA
Nobleman,0,7,2,0,0,0,Child,Male,NA
Mrs,0,33,2,0,0,0,Adult,Female,NA
Miss,0,0.5,2,0,0,0,Child,Female,NA
Miss,1,25,2,0,0,2,Adult,Female,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,1,24,2,0,0,0,Adult,Male,NA
Mr,1,32,2,0,0,0,Adult,Male,NA
Miss,0,21,2,0,0,0,Adult,Female,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Nobleman,0,0.5,2,0,0,0,Child,Male,NA
Nobleman,0,6,2,0,0,0,Child,Male,NA
Mrs,1,32,2,0,0,0,Adult,Female,NA
Mrs,0,27,2,0,0,0,Adult,Female,NA
Miss,1,36,2,0,0,0,Adult,Female,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Dr,1,26,2,0,0,0,Adult,Male,NA
Miss,0,57,2,0,0,0,Adult,Female,NA
Mr,1,26,2,0,0,0,Adult,Male,NA
Mr,1,38,2,0,0,7,Adult,Male,NA
Mrs,1,32,2,0,0,0,Adult,Female,NA
Miss,1,25,2,0,0,0,Adult,Female,NA
Mr,1,36,2,0,0,0,Adult,Male,NA
Mrs,0,42,2,0,0,0,Adult,Female,NA
Mr,0,44,2,0,0,0,Adult,Male,NA
Mr,1,45,2,0,0,0,Adult,Male,E
Mr,0,27,2,1,1,4,Adult,Male,NA
Nobleman,0,0.83,2,0,2,4,Child,Male,NA
Mrs,1,27,2,2,1,4,Adult,Female,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Miss,0,NA,2,0,0,0,Adult,Female,NA
Miss,1,38,2,0,1,2,Adult,Female,NA
Mrs,0,70,2,0,1,2,Adult,Female,NA
Mr,1,24,2,2,3,4,Adult,Male,NA
Dr,1,36,2,0,0,0,Adult,Male,NA
Mr,0,62,2,0,0,0,Adult,Male,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Rev,1,32,2,0,0,0,Adult,Male,NA
Mr,0,58,2,0,2,3,Adult,Male,NA
Mr,1,62,2,0,0,0,Adult,Male,NA
Miss,1,34,2,0,0,0,Adult,Female,NA
Mrs,1,30,2,0,0,0,Adult,Female,NA
Mr,0,19,2,0,1,2,Adult,Male,D
Nobleman,1,16,2,0,0,0,Child,Male,NA
Mrs,1,49,2,1,0,2,Adult,Female,NA
Mr,0,59,2,1,0,2,Adult,Male,NA
Miss,1,29,2,0,0,0,Adult,Female,NA
Mr,1,NA,2,0,0,0,Adult,Male,NA
Mr,1,27,2,0,0,0,Adult,Male,NA
Mr,0,18,2,0,2,3,Adult,Male,NA
Mr,0,41,2,1,1,3,Adult,Male,NA
Mrs,0,40,2,1,1,3,Adult,Female,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,0,40,2,1,3,5,Adult,Male,NA
Nobleman,0,11,2,2,2,5,Child,Male,NA
Mrs,1,35,2,1,4,5,Adult,Female,NA
Miss,0,4,2,2,2,5,Child,Female,NA
Miss,0,14,2,2,2,5,Child,Female,NA
Miss,0,22,2,0,0,0,Adult,Female,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,0,27,2,0,0,0,Adult,Male,NA
Mr,0,39,2,0,0,0,Adult,Male,NA
Miss,1,25,2,0,0,0,Adult,Female,NA
Mr,1,35,2,0,0,0,Adult,Male,NA
Mrs,1,33,2,1,2,7,Adult,Female,NA
Nobleman,0,8,2,3,1,7,Child,Male,NA
Nobleman,0,10,2,3,1,7,Child,Male,NA
Mr,1,30,2,0,0,0,Adult,Male,NA
Mr,0,NA,2,1,3,5,Adult,Male,NA
Mr,0,NA,2,1,0,2,Adult,Male,NA
Nobleman,0,0.5,2,2,2,5,Child,Male,NA
Nobleman,0,6,2,2,2,5,Child,Male,NA
Mrs,0,33,2,1,3,5,Adult,Female,NA
Miss,0,41,2,1,0,2,Adult,Female,NA
Miss,0,4,2,2,2,5,Child,Female,NA
Mr,0,30,2,0,0,0,Adult,Male,NA
Mrs,0,35,2,0,0,0,Adult,Female,NA
Miss,0,13,2,0,0,0,Child,Female,NA
Miss,1,28,2,0,0,0,Adult,Female,NA
Mr,1,19,2,0,0,0,Adult,Male,NA
Nobleman,1,17,2,0,1,2,Child,Male,NA
Mrs,1,48,2,0,1,2,Adult,Female,NA
Mr,1,24,2,1,1,3,Adult,Male,NA
Nobleman,0,0.2,2,0,2,3,Child,Male,NA
Mrs,1,32,2,1,1,3,Adult,Female,NA
Rev,0,44,2,0,0,0,Adult,Male,C
Nobleman,0,4,2,1,1,3,Child,Male,NA
Mrs,0,35,2,0,2,3,Adult,Female,NA
Miss,0,10,2,1,1,3,Child,Female,NA
Miss,0,NA,2,0,0,0,Adult,Female,E
Mrs,0,61,2,0,0,0,Adult,Female,NA
Mrs,0,45,2,0,0,0,Adult,Female,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mrs,0,30,2,0,0,0,Adult,Female,R
Miss,0,34,2,0,0,0,Adult,Female,NA
Mr,1,28,2,0,0,7,Adult,Male,NA
Mr,0,29,2,0,0,0,Adult,Male,D
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,0,NA,2,1,0,2,Adult,Male,NA
Mrs,0,NA,2,1,0,2,Adult,Female,NA
Mrs,1,28,2,0,1,2,Adult,Female,NA
Miss,0,1.5,2,0,1,2,Child,Female,NA
Mr,1,29,2,0,0,0,Adult,Male,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,1,40,2,2,3,6,Adult,Male,D
Nobleman,1,4,2,2,3,6,Child,Male,D
Nobleman,1,7,2,2,2,6,Child,Male,D
Mrs,1,38,2,1,3,6,Adult,Female,D
Miss,0,1.5,2,2,2,6,Child,Female,D
Mrs,1,39,2,0,0,0,Adult,Female,E
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,0,NA,2,1,0,2,Adult,Male,NA
Mrs,1,NA,2,1,0,2,Adult,Female,NA
Mr,0,29,2,1,0,2,Adult,Male,NA
Miss,0,30,2,1,0,2,Adult,Female,NA
Miss,1,NA,2,1,4,6,Adult,Female,NA
Mr,0,41,2,0,0,2,Adult,Male,NA
Mr,0,31,2,0,0,0,Adult,Male,NA
Miss,0,NA,2,0,0,0,Adult,Female,NA
Mr,1,NA,2,0,0,0,Adult,Male,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Miss,0,NA,2,0,0,0,Adult,Female,NA
Mr,0,37,2,0,0,0,Adult,Male,NA
Mr,0,36,2,0,0,0,Adult,Male,NA
Mr,1,50,2,0,0,0,Adult,Male,NA
Mr,1,27,2,0,0,0,Adult,Male,NA
Mr,1,NA,2,0,0,0,Adult,Male,NA
Mrs,1,35,2,0,0,0,Adult,Female,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Nobleman,0,0.2,2,0,1,2,Child,Male,NA
Mrs,0,29,2,0,1,2,Adult,Female,NA
Miss,0,32,2,0,0,0,Adult,Female,NA
Mr,0,29,2,1,0,2,Adult,Male,NA
Mrs,0,NA,2,1,0,2,Adult,Female,NA
Rev,1,37,2,0,0,0,Adult,Male,C
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,1,27,2,0,0,0,Adult,Male,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Miss,1,6,2,3,2,7,Child,Female,NA
Mr,0,32,2,0,0,0,Adult,Male,NA
Mr,0,35,2,1,1,3,Adult,Male,NA
Mr,0,NA,2,2,2,7,Adult,Male,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Nobleman,0,0.5,2,3,2,7,Child,Male,NA
Mrs,0,31,2,1,1,3,Adult,Female,NA
Mrs,0,NA,2,1,2,7,Adult,Female,NA
Miss,0,NA,2,0,0,3,Adult,Female,NA
Miss,0,0.2,2,0,2,3,Child,Female,NA
Mr,1,33,2,0,0,0,Adult,Male,NA
Mr,0,33,2,1,0,2,Adult,Male,NA
Mrs,0,NA,2,1,0,2,Adult,Female,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,0,57,2,0,0,0,Adult,Male,NA
Mrs,0,NA,2,0,1,2,Adult,Female,NA
Miss,0,0.2,2,0,1,2,Child,Female,NA
Nobleman,1,0.83,2,0,1,2,Child,Male,NA
Mrs,1,30,2,0,1,2,Adult,Female,NA
Mr,0,NA,2,1,1,3,Adult,Male,NA
Nobleman,0,2.5,2,0,2,3,Child,Male,NA
Mrs,0,NA,2,1,1,3,Adult,Female,NA
Mr,1,28,2,1,0,2,Adult,Male,NA
Mrs,0,29,2,1,0,2,Adult,Female,NA
Mr,1,29,2,0,0,0,Adult,Male,NA
Mr,1,38,2,1,1,3,Adult,Male,NA
Mrs,1,31,2,1,1,3,Adult,Female,NA
Miss,0,3,2,0,2,3,Child,Female,NA
Mr,0,NA,2,1,0,2,Adult,Male,NA
Mrs,0,NA,2,1,0,2,Adult,Female,NA
Mr,1,26,2,1,0,2,Adult,Male,C
Mrs,1,25,2,1,0,2,Adult,Female,C
Mr,1,NA,2,0,0,0,Adult,Male,NA
Mrs,0,NA,2,0,0,0,Adult,Female,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,1,NA,2,0,0,0,Adult,Male,NA
Mr,1,22,2,0,0,0,Adult,Male,NA
Mr,1,31,2,0,0,0,Adult,Male,NA
Mr,1,27,2,0,0,0,Adult,Male,NA
Nobleman,1,14,2,0,1,2,Child,Male,NA
Mrs,0,41,2,0,1,2,Adult,Female,NA
Mr,0,33,2,1,0,2,Adult,Male,NA
Mrs,0,NA,2,1,0,2,Adult,Female,NA
Mr,0,37,2,0,0,2,Adult,Male,NA
Mr,0,37,2,0,0,0,Adult,Male,NA
Miss,0,30,2,0,0,0,Adult,Female,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mrs,0,26,2,0,1,2,Adult,Female,NA
Miss,0,5,2,0,1,2,Child,Female,NA
Mr,1,44,2,0,1,2,Adult,Male,NA
Nobleman,0,10,2,0,1,2,Child,Male,NA
Mr,0,28,2,0,0,0,Adult,Male,NA
Mrs,0,62,2,1,0,6,Adult,Female,NA
Mr,0,NA,2,1,1,3,Adult,Male,NA
Mrs,0,21,2,1,1,3,Adult,Female,NA
Miss,0,0.83,2,0,2,3,Child,Female,NA
Mr,1,30,2,1,0,2,Adult,Male,NA
Mrs,1,NA,2,1,0,2,Adult,Female,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,0,30,2,0,0,0,Adult,Male,NA
Mr,0,70,2,0,0,0,Adult,Male,NA
Miss,0,50,2,0,0,0,Adult,Female,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Dr,1,28,2,0,0,0,Adult,Male,NA
Mr,0,28,2,1,0,2,Adult,Male,NA
Mrs,0,26,2,1,0,2,Adult,Female,NA
Miss,0,NA,2,0,0,0,Adult,Female,NA
Mr,1,20,2,0,0,0,Adult,Male,C
Miss,0,NA,2,0,0,0,Adult,Female,NA
Miss,0,NA,2,0,0,0,Adult,Female,NA
Miss,0,NA,2,0,0,0,Adult,Female,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,0,21,2,0,0,0,Adult,Male,NA
Miss,0,25,2,0,1,3,Adult,Female,NA
Miss,0,29,2,0,1,3,Adult,Female,NA
Miss,1,34,2,0,0,0,Adult,Female,NA
Mr,1,28,2,1,3,5,Adult,Male,NA
Nobleman,0,0.83,2,2,2,5,Child,Male,NA
Nobleman,0,0.83,2,2,2,5,Child,Male,NA
Nobleman,1,3,2,2,2,5,Child,Male,NA
Mrs,0,24,2,1,5,5,Adult,Female,NA
Mr,0,31,2,0,0,0,Adult,Male,NA
Mr,1,33,2,0,0,0,Adult,Male,NA
Mr,1,25,2,0,0,0,Adult,Male,NA
Miss,1,41,2,1,0,2,Adult,Female,E
Mrs,1,60,2,0,0,0,Adult,Female,R
Mrs,0,50,2,0,0,0,Adult,Female,NA
Miss,1,0.2,2,0,2,4,Child,Female,NA
Mr,1,27,2,2,1,4,Adult,Male,NA
Mr,0,29,2,1,0,4,Adult,Male,NA
Mrs,1,24,2,1,1,4,Adult,Female,NA
Mrs,1,49,2,0,0,0,Adult,Female,NA
Miss,1,21,2,1,0,2,Adult,Female,NA
Miss,1,25,2,1,0,2,Adult,Female,NA
Mr,1,32,2,0,0,7,Adult,Male,NA
Mr,1,NA,2,0,0,0,Adult,Male,NA
Miss,1,24,2,0,0,0,Adult,Female,NA
Mrs,0,55,2,0,0,0,Adult,Female,NA
Mr,1,NA,2,0,0,2,Adult,Male,R
Mrs,1,46,2,0,0,0,Adult,Female,NA
Miss,0,NA,2,0,0,0,Adult,Female,NA
Miss,1,31,2,0,0,0,Adult,Female,NA
Rev,0,59,2,0,0,0,Adult,Female,NA
Mrs,1,49,2,1,0,2,Adult,Female,NA
Mr,0,51,2,1,0,2,Adult,Male,NA
Miss,0,NA,2,0,0,0,Adult,Female,NA
Mrs,0,NA,2,0,0,0,Adult,Female,NA
Mrs,0,56,2,0,0,0,Adult,Female,NA
Mr,1,27,2,0,0,2,Adult,Male,NA
Miss,1,37,2,0,0,2,Adult,Female,NA
Miss,0,NA,2,0,0,0,Adult,Female,NA
Mrs,0,NA,2,0,0,0,Adult,Female,NA
Mr,0,NA,2,0,0,0,Adult,Male,NA
Mr,0,36,2,1,0,2,Adult,Male,NA
Mrs,0,33,2,1,0,2,Adult,Female,NA
Mr,0,NA,3,0,0,3,Adult,Male,NA
Mr,0,NA,3,0,0,3,Adult,Male,NA
Mr,0,NA,3,0,0,3,Adult,Male,NA
Mr,0,27,3,0,0,2,Adult,Male,NA
Mrs,0,27,3,1,0,2,Adult,Female,NA
Mr,1,30,3,1,0,0,Adult,Male,NA
Mr,0,37,3,0,0,0,Adult,Male,NA
Mrs,0,54,3,0,0,0,Adult,Female,NA
Mr,0,39,3,0,0,0,Adult,Male,NA
Mr,0,22,3,0,0,0,Adult,Male,NA
Nobleman,1,3,3,1,1,3,Child,Male,NA
Nobleman,1,4,3,1,1,3,Child,Male,NA
Mrs,1,25,3,0,2,3,Adult,Female,NA
Mr,0,45,3,0,0,0,Adult,Male,NA
Mr,1,27,3,0,0,0,Adult,Male,NA
Mr,1,30,3,0,0,4,Adult,Male,NA
Mr,1,33,3,0,0,9,Adult,Male,NA
Mr,0,39,3,0,0,9,Adult,Male,NA
Mr,0,45,3,0,0,9,Adult,Male,NA
Mr,0,33,3,0,0,0,Adult,Male,NA
Mr,0,39,3,0,0,0,Adult,Male,NA
Mr,1,28,3,0,0,0,Adult,Male,NA
Mr,1,40,3,2,0,3,Adult,Male,NA
Miss,1,29,3,0,0,0,Adult,Female,NA
Mr,0,30,3,0,0,0,Adult,Male,NA
Mr,1,30,3,0,0,0,Adult,Male,NA
Mr,1,25,3,1,0,2,Adult,Male,NA
Mrs,0,20,3,1,0,2,Adult,Female,NA
Mr,0,38,3,1,2,4,Adult,Male,NA
Nobleman,0,0.4,3,1,2,4,Child,Male,NA
Nobleman,0,4,3,1,2,4,Child,Male,NA
Mrs,0,28,3,2,1,4,Adult,Female,NA
Mr,1,36,3,0,0,0,Adult,Male,NA
Miss,1,30,3,0,0,0,Adult,Female,NA
Mr,0,39,3,0,0,0,Adult,Male,NA
Mr,0,26,3,0,0,0,Adult,Male,NA
Mr,1,30,3,0,0,0,Adult,Male,NA
Mr,0,44,3,0,0,0,Adult,Male,NA
Mr,0,50,3,1,0,2,Adult,Male,NA
Mrs,0,49,3,1,0,2,Adult,Female,NA
Mr,0,42,3,0,0,0,Adult,Male,NA
Nobleman,0,1,3,0,1,2,Child,Male,NA
Mrs,0,29,3,0,1,2,Adult,Female,NA
Mr,1,37,3,0,0,0,Adult,Male,NA
Mr,0,32,3,1,1,3,Adult,Male,NA
Nobleman,0,3,3,0,2,3,Child,Male,NA
Mrs,0,36,3,1,1,3,Adult,Female,NA
Mr,0,28,3,0,0,0,Adult,Male,NA
Mr,1,26,3,0,0,0,Adult,Male,NA
Mr,1,28,3,0,0,0,Adult,Male,NA
Miss,0,24,3,0,0,4,Adult,Female,NA
Mr,1,34,3,1,0,2,Adult,Male,NA
Mr,1,35,3,1,0,2,Adult,Male,NA
Mr,1,31,3,0,0,0,Adult,Male,NA
Miss,0,28,3,1,0,2,Adult,Female,NA
Miss,0,38,3,1,0,2,Adult,Female,NA
Mr,1,50,3,0,0,0,Adult,Male,NA
Mr,0,48,3,0,0,0,Adult,Male,NA
Mr,0,38,3,0,0,0,Adult,Male,NA
Miss,0,45,3,0,0,0,Adult,Female,NA
Miss,0,28,3,0,0,0,Adult,Female,NA
Mr,0,38,3,0,0,0,Adult,Male,NA
Mr,0,57,3,0,0,0,Adult,Male,NA
Miss,0,37,3,0,0,0,Adult,Female,NA
Mr,0,41,3,0,0,0,Adult,Male,NA
Mr,0,21,3,0,0,0,Adult,Male,NA
Mr,0,23,3,0,0,0,Adult,Male,NA
Mr,0,39,3,0,0,0,Adult,Male,NA
Mr,1,38,3,0,0,0,Adult,Male,NA
Nobleman,0,0.4,3,0,1,2,Child,Male,NA
Mrs,0,33,3,0,1,2,Adult,Female,NA
Mr,0,40,3,2,2,5,Adult,Male,NA
Nobleman,1,0.83,3,2,2,5,Child,Male,NA
Nobleman,1,3,3,2,2,5,Child,Male,NA
Mrs,1,40,3,2,2,5,Adult,Female,NA
Miss,0,2.5,3,2,2,5,Child,Female,NA
Mr,0,18,3,0,0,0,Adult,Male,NA
Miss,1,24,3,0,0,3,Adult,Female,NA
Mr,0,21,3,0,0,0,Adult,Male,NA
Mr,0,47,3,0,0,0,Adult,Male,NA
Miss,0,30,3,1,0,2,Adult,Female,NA
Miss,0,22,3,0,0,0,Adult,Female,NA
Mr,1,48,3,0,0,0,Adult,Male,NA
Mr,1,23,3,0,0,0,Adult,Male,NA
Miss,1,34,3,0,0,0,Adult,Female,NA
Mr,1,31,3,1,2,4,Adult,Male,NA
Nobleman,0,10,3,1,2,4,Child,Male,NA
Mrs,0,33,3,1,2,4,Adult,Female,NA
Miss,0,2,3,1,2,4,Child,Female,NA
Mr,1,41,3,0,0,0,Adult,Male,NA
Miss,0,24,3,0,0,0,Adult,Female,NA
Mr,0,24,3,0,0,0,Adult,Male,NA
Mr,0,29,3,0,0,0,Adult,Male,NA
Dr,0,54,3,0,0,0,Adult,Male,NA
Mr,1,31,3,0,0,0,Adult,Male,NA
Miss,0,24,3,0,0,0,Adult,Female,NA
Mr,0,45,3,0,0,0,Adult,Male,NA
Mrs,1,52,3,0,0,0,Adult,Female,NA
Mrs,1,43,3,0,0,0,Adult,Female,NA
Mr,0,34,3,0,0,0,Adult,Male,NA
Miss,0,34,3,0,0,0,Adult,Female,NA
Mr,0,28,3,0,0,0,Adult,Male,NA
Mr,0,35,3,0,0,0,Adult,Male,NA
Mr,1,32,3,0,0,0,Adult,Male,NA
Mr,1,28,3,1,0,2,Adult,Male,NA
Mrs,1,27,3,1,0,2,Adult,Female,NA
Mr,0,29,3,1,0,2,Adult,Male,NA
Mrs,0,34,3,1,0,2,Adult,Female,NA
Nobleman,0,1.3,3,0,1,2,Child,Male,NA
Mrs,0,23,3,0,1,2,Adult,Female,NA
Mr,0,26,3,1,0,2,Adult,Male,NA
Miss,0,22,3,1,0,2,Adult,Female,NA
Mr,0,29,3,0,0,0,Adult,Male,NA
Mr,0,37,3,0,0,0,Adult,Male,NA
Mr,1,36,3,1,3,5,Adult,Male,NA
Nobleman,0,4,3,2,2,5,Child,Male,NA
Nobleman,1,7,3,2,2,5,Child,Male,NA
Mrs,0,36,3,1,3,5,Adult,Female,NA
Miss,0,0.83,3,2,2,5,Child,Female,NA
Mr,0,30,3,0,0,0,Adult,Male,NA
Mr,1,27,3,0,0,0,Adult,Male,NA
Mr,0,36,3,0,0,0,Adult,Male,NA
Mr,1,36,3,0,0,0,Adult,Male,NA
Miss,0,23,3,0,0,0,Adult,Female,NA
Mr,0,30,3,1,2,4,Adult,Male,NA
Nobleman,0,0.83,3,1,2,4,Child,Male,NA
Nobleman,0,7,3,1,2,4,Child,Male,NA
Mrs,0,33,3,1,2,4,Adult,Female,NA
Mr,0,23,3,0,0,0,Adult,Male,NA
Miss,1,30,3,0,0,0,Adult,Female,NA
Mr,1,NA,3,0,0,0,Adult,Male,NA
Mr,0,26,3,0,0,0,Adult,Male,NA
Mr,1,52,3,0,0,0,Adult,Male,NA
Mr,0,NA,3,0,0,0,Adult,Male,NA
Mr,1,37,3,0,0,0,Adult,Male,NA
Mr,1,27,3,0,0,0,Adult,Male,NA
Mr,0,28,3,0,0,0,Adult,Male,NA
Mr,0,70,3,0,0,0,Adult,Male,NA
Mr,1,26,3,0,0,0,Adult,Male,NA
Mr,0,36,3,0,0,0,Adult,Male,NA
Mr,1,NA,3,0,0,0,Adult,Male,NA
Mr,0,37,3,1,0,2,Adult,Male,NA
Mrs,0,37,3,1,0,2,Adult,Female,NA
Mr,0,41,3,0,0,0,Adult,Male,NA
Mr,1,24,3,0,0,0,Adult,Male,NA
Mr,0,53,3,0,0,0,Adult,Male,NA
Mr,1,35,3,1,0,2,Adult,Male,NA
Mrs,0,27,3,1,0,2,Adult,Female,NA
Mrs,1,24,3,0,0,0,Adult,Female,NA
Mr,1,31,3,0,0,0,Adult,Male,NA
Miss,1,39,3,0,0,0,Adult,Female,NA
Mr,1,47,3,3,1,6,Adult,Male,NA
Nobleman,1,11,3,1,2,6,Child,Male,NA
Miss,1,12,3,1,2,6,Child,Female,NA
Mr,0,27,3,0,0,0,Adult,Male,NA
Mr,0,36,3,0,0,0,Adult,Male,NA
Mrs,1,42,3,0,0,0,Adult,Female,NA
Mr,0,33,3,0,0,0,Adult,Male,NA
Mr,0,26,3,0,0,0,Adult,Male,NA
Mr,0,36,3,0,0,0,Adult,Male,NA
Mr,0,29,3,0,0,0,Adult,Male,NA
Mr,0,34,3,0,0,0,Adult,Male,NA
Mr,1,27,3,0,0,0,Adult,Male,NA
Mrs,0,67,3,0,0,0,Adult,Female,NA
Miss,1,32,3,0,0,0,Adult,Female,NA
Mr,0,73,3,0,0,0,Adult,Male,NA
Mr,0,36,3,0,0,0,Adult,Male,NA
Mr,1,24,3,0,0,0,Adult,Male,NA
Mr,0,27,3,0,0,0,Adult,Male,NA
Mr,0,72,3,0,0,0,Adult,Male,NA
